id,PROJECTNUMBER,MW,PROJECT_CITY,STATE,PROJECT_COUNTRY,CORE_MARKET,PROJECT_TYPE,SIZE_BUILDINGSIZE,NUMFLOORS,NUMROOMS,NUMBEDS,invoiceId,invoiceDate,invoiceTotal,ItemDescription,MasterItemNo,QtyShipped,UOM,ExtendedQuantity,PriceUOM,UnitPrice,ExtendedPrice,CONSTRUCTION_START_DATE,SUBSTANTIAL_COMPLETION_DATE,REVISED_ESTIMATE,ItemDesc_norm,cluster,material_key
2161,A0-0062,,Gwalior,Madhya Pradesh,India,Future Tech,Workspace,8000,1,0,0,B0-0473,4/18/2023,37012.21,"Arm 4' DW Cross Tee g40 Fire Rated
36pc/bx",61310,72,pcs,288,,80828,,11/28/2022 0:00,4/7/2023 12:00,217999330.1,arm 4 dw cross tee g40 fire rated 36pc/bx,12,Steel
686,A0-0014,,Jaipur,Rajasthan,India,Bio Innovation,Misc Build,680000,8,,,B0-0151,2/8/2023,48923.485,"DRYMARKER PENCIL IN HOLSTER WITH
BUILT-IN SHARPENER",64207,1,,,,1176.515,1176.515,4/11/2022 0:00,9/17/2024 12:00,7554544515,drymarker pencil in holster with built-in sharpener,14,Misc
2462,A0-0077,,Mumbai,Maharashtra,India,Wellness,Health Center,2000,0,0,0,B0-0524,8/3/2023,152231.355,"3-5/8"" 20ga DW Stud 10'",61197,20,pcs,200,,61372.5,,6/5/2023 0:00,9/15/2023 12:00,57276996.18,3-5/8 20ga dw stud 10,3,Steel
7129,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-1613,5/3/2024,261911.945,"2-1/2"" x 10' Stud 2"" Flange 16ga",59987,2,PC,0.02,ML,141783,2835.66,2/3/2020 0:00,10/31/2025 0:00,34925565107,2-1/2 x 10 stud 2 flange 16ga,5,Steel
6268,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1388,2/29/2024,-54862.005,"6"" x 9'6"" Stud 1-1/4"" Flange 20ga EQ",60802,-68,PC,-0.646,ML,79742.5,-51513.655,8/15/2022 0:00,1/21/2025 0:00,23204555261,6 x 9 6 stud 1-1/4 flange 20ga eq,16,Steel
4942,A0-0044,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,50000,,,,B0-1045,6/18/2024,62227.54,"4' x 1-1/2"" USG Fire Rated 15/16"" Cross Tee Donn
DX/DXL Flat White 60/BX",61146,2,CT,0.48,ML,65965,31663.2,12/16/2022 0:00,12/31/2024 0:00,1047313632,4 x 1-1/2 usg fire rated 15/16 cross tee donn dx/dxl flat white 60/bx,12,Steel
5947,A0-0020,,Chandigarh,Chandigarh,India,Future Tech,Critical Ops,1400000,2,,,B0-1300,3/4/2024,1647288,"10' Cemco FAS #093 Control Joint Fire Rated 20/BX
FAS-093X",61181,20,CT,4,ML,255510,1022040,6/13/2022 0:00,2/4/2026 0:00,1.34E+11,10 cemco fas 093 control joint fire rated 20/bx fas-093x,12,Misc
4584,A0-0120,,Ranchi,Jharkhand,India,Tertiary Learning,Learning Hub,64700,,,,B0-0808,2/2/2024,,"GARDEN HOSE REEL, CART,6 IN, STEEL",53315,1,,,,17325.415,,5/23/2022 0:00,1/24/2025 17:00,3441650490,garden hose reel cart 6 in steel,14,Steel
5785,A0-0024,,Haridwar,Uttarakhand,India,Misc Market,Critical Ops,150000,,,,B0-1260,2/5/2024,30790.625,"5/8"" x 4' x 8' Type X Drywall",61289,4,PC,0.128,MS,42167.5,5397.44,10/24/2022 0:00,8/27/2025 0:00,19679867940,5/8 x 4 x 8 type x drywall,2,Drywall
10423,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-2627,7/14/2023,152458.475,"6"" x 16' Stud 1-5/8"" Flange 16ga",40328,40,PC,0.64,ML,214678.5,137394.24,2/3/2020 0:00,10/31/2025 0:00,34925565107,6 x 16 stud 1-5/8 flange 16ga,5,Steel
7570,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1698,5/21/2024,833355.05,10' Marlite M350 PVC Inside Corner White,63356,40,PC,40,PC,317.3,12692,8/15/2022 0:00,1/21/2025 0:00,23204555261,10 marlite m350 pvc inside corner white,9,Pipes & Fittings
11437,A0-0155,,Surat,Gujarat,India,Misc Market,Workspace,838094,41,,,B0-3039,10/24/2023,30950.11,"5/8"" x 4' x 8' Type X Drywall",61289,30,PC,0.96,MS,30060,28857.6,9/2/2019 0:00,12/29/2023 17:00,15673671106,5/8 x 4 x 8 type x drywall,2,Drywall
10513,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-2665,8/8/2023,3417049.625,"4"" x 8' Stud 1-5/8"" Flange 14ga Unpunched",66553,440,PC,3.52,ML,195724,688948.48,2/3/2020 0:00,10/31/2025 0:00,34925565107,4 x 8 stud 1-5/8 flange 14ga unpunched,5,Steel
522,A0-0010,,Jaipur,Rajasthan,India,Bio Innovation,Workspace,165000,,,,B0-0138,1/30/2023,290060.63,"18V LXT LITHIUM-ION BRUSHLESS CORDLESS
1"" ROTARY HAMMER KIT MAKITA
SERIAL NUMBER:
SN-922020Y,922034Y,922028Y,922035Y",45273,4,,,,51435.165,205740.66,1/28/2019 0:00,11/7/2024 12:00,3510898566,18v lxt lithium-ion brushless cordless 1 rotary hammer kit makita serial number sn-922020y 922034y 922028y 922035y,14,Cables
8715,A0-0155,,Surat,Gujarat,India,Misc Market,Workspace,838094,41,,,B0-2057,3/13/2023,67165.73,"6"" x 10' Track 1-1/4"" Leg 18ga",58208,20,PC,0.2,ML,147795,29559,9/2/2019 0:00,12/29/2023 17:00,15673671106,6 x 10 track 1-1/4 leg 18ga,1,Steel
11986,A0-0201,,Ludhiana,Punjab,India,Enterprise,R&amp;D Laboratories,36000,1,0,0,B0-3225,12/11/2023,61580.415,"3-5/8"" x 12' Stud 1-1/4"" Flange 20ga EQ",60015,30,PC,0.36,ML,51770,18637.2,4/19/2023 0:00,1/23/2024 12:00,1553242778,3-5/8 x 12 stud 1-1/4 flange 20ga eq,16,Steel
3984,A0-0079,,Mumbai,Maharashtra,India,Enterprise,Workspace,6133,0,0,0,B0-0537,8/31/2023,65808.855,"2-1/2"" 20ga DW Track 10' w/1-1/4"" Leg",61191,20,pcs,200,,52354.5,,5/30/2023 0:00,10/4/2023 12:00,184506781.2,2-1/2 20ga dw track 10 w/1-1/4 leg,14,Steel
12838,A0-0164,,Amritsar,Punjab,India,Bio Innovation,Pharma Synth,40000,,,,B0-3587,9/4/2024,346154.26,"6"" x 10' Track 1-1/4"" Leg 18ga",58208,24,PC,0.24,ML,110220,26452.8,11/1/2022 0:00,6/11/2025 0:00,7712088582,6 x 10 track 1-1/4 leg 18ga,1,Steel
11611,A0-0189,,Vadodara,Gujarat,India,Enterprise,Workspace,114807,4,,,B0-3096,11/6/2023,6835.31,"RotoZip 1/8"" Guide Point Zip Bit 16pk",62057,2,PK,2,PK,2609.375,5218.75,6/1/2023 0:00,1/18/2024 17:00,1730968970,rotozip 1/8 guide point zip bit 16pk,14,Misc
781,A0-0009,,Jaipur,Rajasthan,India,Enterprise,Workspace,350000,4,,,B0-0175,3/7/2023,146007.265,"3/4""X10""X12"" ROCK CARBIDE SDS PLUS BIT
DEWALT",10547,2,,,,2097.52,4195.04,9/6/2022 0:00,8/15/2024 0:00,9895473728,3/4 x10 x12 rock carbide sds plus bit dewalt,14,Misc
10614,A0-0156,,Nagpur,Maharashtra,India,Wellness,Health Center,583000,,,,B0-2699,8/16/2023,301167.8,"2' x 1"" USG NON Fire Rated 15/16"" Cross Tee Donn
DX Flat White 050 60/BX",60205,150,PC,0.3,ML,77154,23146.2,11/28/2018 0:00,8/23/2024 0:00,23273459144,2 x 1 usg non fire rated 15/16 cross tee donn dx flat white 050 60/bx,12,Steel
11025,A0-0242,,Hyderabad,Telangana,India,Wellness,Ambulatory Care,25000,,,,B0-2850,9/7/2023,59264.125,"6"" x 10' ProX Header 4-1/4"" Flange 20ga 33mil",61430,3,PC,0.03,,,8128.725,12/3/2021 0:00,3/2/2023 12:00,686793929.5,6 x 10 prox header 4-1/4 flange 20ga 33mil,3,Steel
5608,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-1208,1/26/2024,40363.065,Westpac Green Dot Light Weight Topping 39# Ctn,62100,20,CT,20,CT,981.125,19622.5,11/19/2019 0:00,1/24/2025 12:00,15539779791,westpac green dot light weight topping 39 ctn,14,Lighting / Fixtures
5979,A0-0003,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,450000,,,,B0-1307,2/13/2024,1678174.65,"#6 x 1-7/8"" Grabber Scavenger Head Drivall Self Drill
Point 4M",37858,2,BX,2,BX,6838.65,13677.3,7/12/2021 0:00,11/1/2024 17:00,14191958070,6 x 1-7/8 grabber scavenger head drivall self drill point 4m,10,Misc
8844,A0-0115,,Chandigarh,Chandigarh,India,Future Tech,Critical Ops,988000,,,,B0-2112,3/21/2023,584967.6,"12' x 1.64"" USG NON Fire Rated 15/16"" Main Tee
Donn DX Flat White 050 20/BX",49025,30,CT,7.2,ML,81245.5,584967.6,7/15/2021 0:00,12/20/2024 12:00,92837749723,12 x 1.64 usg non fire rated 15/16 main tee donn dx flat white 050 20/bx,12,Drywall
3748,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0492,5/27/2023,193932.09,"Utility Knife Blades 100 /box
SMABAM3003",61335,1,box,1,,1312.62,,2/27/2023 0:00,11/30/2023 0:00,169152463,utility knife blades 100 /box smabam3003,14,Misc
2197,A0-0075,,Mumbai,Maharashtra,India,Wellness,Health Center,750,0,0,0,B0-0477,5/25/2023,848430.14,"N95 Respirator 8210v W/ Vent 3M
10/box",35824,1,box,1,,1698.39,,2/6/2023 0:00,6/16/2023 12:00,34491903.62,n95 respirator 8210v w/ vent 3m 10/box,11,Misc
8562,A0-0028,,Agra,Uttar Pradesh,India,Wellness,Ambulatory Care,4500,0,5,0,B0-2005,3/1/2023,1250953.58,"3-5/8"" × 10' Slotted Slip Track 2-1/2"" Leg 20ga 33mil
G60",65155,40,PC,0.4,ML,141950,56780,1/23/2023 0:00,7/7/2023 12:00,165263859.7,3-5/8 10 slotted slip track 2-1/2 leg 20ga 33mil g60,1,Steel
13268,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3744,11/12/2024,40871.58,"4"" x 10' Tabbed J-Track 1"" x 2-1/4"" Legs 20ga 33mil",60958,30,PC,0.3,ML,127922,38376.6,8/15/2022 0:00,1/21/2025 0:00,23204555261,4 x 10 tabbed j-track 1 x 2-1/4 legs 20ga 33mil,3,Steel
4286,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0730,5/25/2023,111798.15,"Trimaco 36"" x 200 Carpet Protection
Film Roll",46732,1,each,1,,6235.78,,2/27/2023 0:00,11/30/2023 0:00,169152463,trimaco 36 x 200 carpet protection film roll,14,Misc
8570,A0-0216,,Hyderabad,Telangana,India,Future Tech,Critical Ops,28000,2,0,0,B0-2006,2/27/2023,29603.255,3M Respirator Cool Flow Valve 10pk,35824,2,BX,2,BX,2108.375,4216.75,6/1/2022 0:00,11/14/2023 12:00,2795749426,3m respirator cool flow valve 10pk,11,Misc
10409,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-2620,7/12/2023,144697.985,"3-5/8"" x 14' Stud 1-5/8"" Flange 18ga",60517,30,PC,0.42,ML,112641.5,47309.43,10/18/2021 0:00,6/2/2026 0:00,15701858802,3-5/8 x 14 stud 1-5/8 flange 18ga,5,Steel
9833,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2421,5/12/2023,1510509.99,"6"" x 10' Track 1-1/4"" Leg 20ga EQ",49215,80,PC,0.8,ML,79325,63460,8/15/2022 0:00,1/21/2025 0:00,23204555261,6 x 10 track 1-1/4 leg 20ga eq,1,Steel
9806,A0-0219,,Indore,Madhya Pradesh,India,Misc Market,Learning Hub,40000,2,0,0,B0-2419,4/12/2023,2589233.965,"6""x10'8"" NotchTrak NT 1-1/4"" Leg 16""OC 16ga",61497,70,PC,0.747,ML,235386.5,175755.81,12/14/2021 0:00,11/17/2023 12:00,3600136735,6 x10 8 notchtrak nt 1-1/4 leg 16 oc 16ga,14,Misc
6980,A0-0182,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,44000,,,,B0-1587,4/22/2024,238931.075,"2-1/2"" x 12' Stud 1-1/4"" Flange 20ga EQ",59959,120,PC,1.44,ML,41332.5,59518.8,1/1/2024 0:00,12/31/2024 0:00,2514686544,2-1/2 x 12 stud 1-1/4 flange 20ga eq,16,Steel
1828,A0-0055,,Aurangabad,Maharashtra,India,Bio Innovation,R&amp;D Laboratories,7500,,,,B0-0407,2/9/2024,29824.53,"3-5/8"" 25ga DW Stud 14'",61264,10,pcs,140,,51018.5,,5/25/2023 0:00,6/4/2024 17:00,307613078.2,3-5/8 25ga dw stud 14,3,Steel
9155,A0-0142,,Nagpur,Maharashtra,India,Wellness,Health Center,33000,,,,B0-2231,4/19/2023,214895.6,"3-5/8"" x 10' Track 1-1/4"" Leg 20ga (33mil)",53850,50,PC,0.5,ML,75985,37992.5,3/6/2022 0:00,2/27/2025 0:00,1115322451,3-5/8 x 10 track 1-1/4 leg 20ga 33mil,1,Steel
12989,A0-0164,,Amritsar,Punjab,India,Bio Innovation,Pharma Synth,40000,,,,B0-3634,9/25/2024,11142.24,"1"" x 2' x 12' USG Sheetrock GlassMat Mold Tough
Gyp Shaftwall Liner",66936,4,PC,0.096,MS,116065,11142.24,11/1/2022 0:00,6/11/2025 0:00,7712088582,1 x 2 x 12 usg sheetrock glassmat mold tough gyp shaftwall liner,8,Drywall
2377,A0-0077,,Mumbai,Maharashtra,India,Wellness,Health Center,2000,0,0,0,B0-0509,7/31/2023,190202.98,"3/4"" Fire Treated Rated Sheathing
4'x8' KDAT",63657,3,pcs,96,,158399.5,,6/5/2023 0:00,9/15/2023 12:00,57276996.18,3/4 fire treated rated sheathing 4 x8 kdat,12,Misc
8552,A0-0155,,Surat,Gujarat,India,Misc Market,Workspace,838094,41,,,B0-2004,2/22/2023,270540,"5/8"" x 4' x 9' Type X Drywall",61289,-300,PC,-10.8,MS,30060,-324648,9/2/2019 0:00,12/29/2023 17:00,15673671106,5/8 x 4 x 9 type x drywall,2,Drywall
3840,A0-0077,,Mumbai,Maharashtra,India,Wellness,Health Center,2000,0,0,0,B0-0520,8/1/2023,13602.15,"35/Case - Bottled Water 16.9oz - Sold
per Case",42998,4,case,4,,708.915,,6/5/2023 0:00,9/15/2023 12:00,57276996.18,35/case - bottled water 16.9oz - sold per case,14,Lighting / Fixtures
1247,A0-0036,,Jaipur,Rajasthan,India,Wellness,Workspace,156000,,,,B0-0269,5/19/2023,18902.73,"1-1/2"" ELECTRIC VIBRATOR HEAD NORTHROCK",64307,1,,,,17461.52,17461.52,10/5/2022 0:00,10/2/2024 12:00,7015606559,1-1/2 electric vibrator head northrock,10,Steel
7505,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1692,5/20/2024,579464.115,"5/8"" x 4' x 8' GP DensShield Fireguard SQ Gyp Tile
Backer",48572,54,PC,1.728,MS,113977.5,196953.12,8/15/2022 0:00,1/21/2025 0:00,23204555261,5/8 x 4 x 8 gp densshield fireguard sq gyp tile backer,8,Flooring
6512,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1460,4/2/2024,50361.355,"2-1/2"" x 10' Slotted Slip Track 2-1/2"" Leg 16ga 54mil",60920,8,PC,0.08,ML,203489.5,16279.16,8/15/2022 0:00,1/21/2025 0:00,23204555261,2-1/2 x 10 slotted slip track 2-1/2 leg 16ga 54mil,1,Steel
12288,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3342,5/31/2024,163467.115,3/4 x 4 x 8 CDX Fire-Rated Plywood,26930,20,PC,20,PC,5691.36,113827.2,8/15/2022 0:00,1/21/2025 0:00,23204555261,3/4 x 4 x 8 cdx fire-rated plywood,12,Wood & Carpentry
5440,A0-0169,,Mumbai,Maharashtra,India,Wellness,Health Center,3800,2,0,0,B0-1160,1/16/2024,95505.63,3/4 x 4 x 8 CDX Fire-Rated Plywood,26930,4,PC,4,PC,4726.1,18904.4,4/18/2022 0:00,3/28/2025 12:00,679426774.6,3/4 x 4 x 8 cdx fire-rated plywood,12,Wood & Carpentry
10230,A0-0189,,Vadodara,Gujarat,India,Enterprise,Workspace,114807,4,,,B0-2560,6/30/2023,2858436.295,"3-5/8"" x 14' Stud 1-5/8"" Flange 18ga",60517,300,PC,4.2,ML,143954,604606.8,6/1/2023 0:00,1/18/2024 17:00,1730968970,3-5/8 x 14 stud 1-5/8 flange 18ga,5,Steel
12410,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3390,6/26/2024,25900.865,2 x 6 x 8 #2 Fire Treated Lumber,66410,25,PC,25,PC,972.775,24319.375,8/15/2022 0:00,1/21/2025 0:00,23204555261,2 x 6 x 8 2 fire treated lumber,12,Misc
8965,A0-0254,,Nagpur,Maharashtra,India,Wellness,Health Center,2500,,,,B0-2151,4/12/2023,48417.475,FastBridge Clips 18ga 43mil 200/BX,63989,1,BC,200,PC,83.5,16700,3/27/2023 0:00,3/7/2024 12:00,128357700.5,fastbridge clips 18ga 43mil 200/bx,14,Hardware & Fasteners
10682,A0-0221,,Pune,Maharashtra,India,Misc Market,Workspace,131500,,,,B0-2731,8/8/2023,6783.54,"3-5/8"" x 10' Track 1-1/2"" Leg 20ga 33mil",50875,2,PC,0.02,ML,71643,1432.86,12/15/2021 0:00,3/24/2023 12:00,1537624684,3-5/8 x 10 track 1-1/2 leg 20ga 33mil,1,Steel
13048,A0-0319,,Kochi,Kerala,India,Wellness,Health Center,19500,,,,B0-3665,10/8/2024,123246,"5/8"" x 4' x 9' Type X Drywall",61289,100,PC,3.6,MS,34235,123246,5/26/2023 0:00,5/2/2025 12:00,456218365.5,5/8 x 4 x 9 type x drywall,2,Drywall
5511,A0-0172,,Kolkata,West Bengal,India,Future Tech,Workspace,13000,,,,B0-1179,1/25/2024,494998.855,2 x 4 x 10 #2 Fire Treated Lumber,42103,20,PC,20,PC,962.755,19255.1,4/10/2023 0:00,7/31/2024 0:00,311484486.4,2 x 4 x 10 2 fire treated lumber,12,Misc
5331,A0-0003,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,450000,,,,B0-1133,5/31/2024,82633.27,12' Hanger Wire 12ga with Clip / Pin 100/BD,43460,4,BD,4,BD,7339.65,29358.6,7/12/2021 0:00,11/1/2024 17:00,14191958070,12 hanger wire 12ga with clip / pin 100/bd,14,Hardware & Fasteners
4532,A0-0105,,Patna,Bihar,India,Enterprise,Workspace,1390000,27,0,0,B0-0777,6/1/2023,265730.4,2 X 4 #2 SYP BRITEL16,10074,416,PCS  ,,,638.775,,4/30/2020 0:00,6/2/2025 0:00,19389360493,2 x 4 2 syp britel16,14,Misc
9867,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2438,6/1/2023,105557.36,USG All Purpose Joint Compound 4.5g Pail,50016,48,PA,48,PA,1899.625,91182,8/15/2022 0:00,1/21/2025 0:00,23204555261,usg all purpose joint compound 4.5g pail,17,Drywall
366,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-0100,8/31/2023,-236867.79,7' FLEXIBLE VIBRATOR SHAFT OZTEC,43046,,,,,16008.62,-16008.62,2/3/2020 0:00,10/31/2025 0:00,34925565107,7 flexible vibrator shaft oztec,14,Misc
10858,A0-0038,,Bhubaneswar,Odisha,India,Bio Innovation,R&amp;D Laboratories,69450,,,,B0-2781,8/14/2023,90568.275,"4' x 1-1/2"" USG NON Fire Rated 15/16"" Cross Tee
Donn DX Old White 60/BX",66966,2,CT,0.48,ML,76068.5,36512.88,9/19/2022 0:00,8/29/2023 12:00,1171391811,4 x 1-1/2 usg non fire rated 15/16 cross tee donn dx old white 60/bx,12,Steel
13399,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-3803,5/16/2023,320500.555,"5/8"" Plastic Fast mask 10' (TT9110)",64011,50,pcs,500,,21209,,2/27/2023 0:00,11/30/2023 0:00,169152463,5/8 plastic fast mask 10 tt9110,14,Misc
148,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0051,4/10/2023,16046.195,80LB BAG 5000 PSI CONCRETE MIX QUIKRETE,40127,10,,,,1101.365,11013.65,10/15/2020 0:00,1/11/2024 12:00,3422320092,80lb bag 5000 psi concrete mix quikrete,17,Steel
1669,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0379,9/25/2023,137414.28,16.9 FLOZ PURIFIED BOTTLED WATER 24/PK,25466,10,,,,435.035,4350.35,10/15/2020 0:00,1/11/2024 12:00,3422320092,16.9 floz purified bottled water 24/pk,14,Lighting / Fixtures
13072,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3672,10/29/2024,1177447.695,"3-5/8"" x 12' Track 1-1/2"" Leg 16ga",10325,10,PC,0.12,ML,96526,11583.12,10/18/2021 0:00,6/2/2026 0:00,15701858802,3-5/8 x 12 track 1-1/2 leg 16ga,1,Steel
7651,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-1727,6/3/2024,536500.025,"5/8"" x 4' x 10' Type X Drywall",61217,104,PC,4.16,MS,41750,173680,5/6/2022 0:00,5/30/2025 0:00,15598821597,5/8 x 4 x 10 type x drywall,2,Drywall
8600,A0-0142,,Nagpur,Maharashtra,India,Wellness,Health Center,33000,,,,B0-2017,3/17/2023,1069356.945,"3-5/8"" x 10' RedHeader Pro 3"" Flange 20ga 33mil",66738,15,PC,0.15,ML,198730,29809.5,3/6/2022 0:00,2/27/2025 0:00,1115322451,3-5/8 x 10 redheader pro 3 flange 20ga 33mil,16,Steel
7789,A0-0155,,Surat,Gujarat,India,Misc Market,Workspace,838094,41,,,B0-1768,1/4/2023,181500.61,"5/8"" x 4' x 12' Type X Drywall",61289,0,PC,0,MS,30060,0,9/2/2019 0:00,12/29/2023 17:00,15673671106,5/8 x 4 x 12 type x drywall,2,Drywall
3457,A0-0069,,Jammu,Jammu & Kashmir,India,Misc Market,Health Center,15000,0,0,0,B0-0453,3/28/2023,78125.105,"7/16"" Pan Head Self Drill Zinc Screw
Grabber",40627,1,box,1,,13882.71,,9/4/2019 0:00,6/30/2022 0:00,3860820145,7/16 pan head self drill zinc screw grabber,10,Steel
3272,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0656,2/1/2023,122886.95,"Drywall Paper Joint Tape 250' Roll
20/box",42172,40,roll,40,,292.25,,10/19/2020 0:00,7/10/2023 12:00,12657755648,drywall paper joint tape 250 roll 20/box,17,Drywall
4941,A0-0044,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,50000,,,,B0-1045,6/18/2024,62227.54,"3-5/8"" x 12' Stud 1-1/4"" Flange 20ga EQ",60007,40,PC,0.48,ML,38744,18597.12,12/16/2022 0:00,12/31/2024 0:00,1047313632,3-5/8 x 12 stud 1-1/4 flange 20ga eq,16,Steel
9224,A0-0068,,Visakhapatnam,Andhra Pradesh,India,Enterprise,Critical Ops,265850,0,0,0,B0-2255,4/27/2023,2847137.91,"3-5/8"" × 46' Stud 1-5/8"" Flange 18ga G90 Unpunched",66471,224,PC,10.304,ML,143536.5,1479000.43,9/12/2022 0:00,10/2/2023 0:00,4131524341,3-5/8 46 stud 1-5/8 flange 18ga g90 unpunched,5,Steel
10843,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-2779,8/28/2023,4318803.7,"6"" x 13' ProX Header 4-1/4"" Flange 20ga 33mil
-CEMCO",61430,4,PC,0.052,ML,388275,20190.3,2/3/2020 0:00,10/31/2025 0:00,34925565107,6 x 13 prox header 4-1/4 flange 20ga 33mil -cemco,3,Steel
6231,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1376,2/29/2024,466021.85,"5/8"" x 4' x 8' GP DensShield Fireguard SQ Gyp Tile
Backer",48572,100,PC,3.2,MS,113977.5,364728,8/15/2022 0:00,1/21/2025 0:00,23204555261,5/8 x 4 x 8 gp densshield fireguard sq gyp tile backer,8,Flooring
11952,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3210,12/14/2023,223030.17,LEVEL 02 CEILING,61289,,,,,,,8/15/2022 0:00,1/21/2025 0:00,23204555261,level 02 ceiling,14,Misc
10880,A0-0219,,Indore,Madhya Pradesh,India,Misc Market,Learning Hub,40000,2,0,0,B0-2791,8/17/2023,219696.015,"6"" x 10' Flat Strap 16ga 54mil",56907,10,PC,0.1,ML,108333.735,10833.29,12/14/2021 0:00,11/17/2023 12:00,3600136735,6 x 10 flat strap 16ga 54mil,14,Misc
9048,A0-0259,,Visakhapatnam,Andhra Pradesh,India,Wellness,Ambulatory Care,5100,,,,B0-2185,4/12/2023,96544.37,"1-1/2"" x 12' USG Fire Rated DW Suspension Main
Tee 16/BX #",48515,2,CT,0.384,ML,80995,31102.08,3/9/2023 0:00,8/11/2023 12:00,148726956,1-1/2 x 12 usg fire rated dw suspension main tee 16/bx,12,Drywall
3927,A0-0079,,Mumbai,Maharashtra,India,Enterprise,Workspace,6133,0,0,0,B0-0530,8/16/2023,54713.375,"2 1/2"" 18ga .043mil stud 10' (1-5/8""
flg)",59977,4,pcs,40,,147294,,5/30/2023 0:00,10/4/2023 12:00,184506781.2,2 1/2 18ga .043mil stud 10 1-5/8 flg,3,Steel
12505,A0-0183,,Ludhiana,Punjab,India,Bio Innovation,R&amp;D Laboratories,250000,0,0,0,B0-3430,7/12/2024,180215.545,"#6 x 1-1/4"" Scorpion Bugle Head Drill Point Zinc 8M",46796,1,BX,1,BX,8976.25,8976.25,4/5/2021 0:00,8/23/2024 0:00,8656553408,6 x 1-1/4 scorpion bugle head drill point zinc 8m,10,Misc
8081,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-1843,1/31/2023,2832176.38,"3-5/8"" x 10' Track 1-1/2"" Leg 20ga 33mil",50875,14,PC,0.14,ML,78239.5,10953.53,11/19/2019 0:00,1/24/2025 12:00,15539779791,3-5/8 x 10 track 1-1/2 leg 20ga 33mil,1,Steel
79,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0028,2/15/2023,86470.93,YELLOW VALVE ACTION PAINT MARKER DIXON,45886,1,,,,329.825,329.825,10/15/2020 0:00,1/11/2024 12:00,3422320092,yellow valve action paint marker dixon,14,Paint & Coatings
7089,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-1609,5/3/2024,707121.42,"2"" x 2"" x 10' Angle 16ga 54mil",61347,30,PC,0.3,ML,93520,28056,2/3/2020 0:00,10/31/2025 0:00,34925565107,2 x 2 x 10 angle 16ga 54mil,6,Steel
