id,PROJECTNUMBER,MW,PROJECT_CITY,STATE,PROJECT_COUNTRY,CORE_MARKET,PROJECT_TYPE,SIZE_BUILDINGSIZE,NUMFLOORS,NUMROOMS,NUMBEDS,invoiceId,invoiceDate,invoiceTotal,ItemDescription,MasterItemNo,QtyShipped,UOM,ExtendedQuantity,PriceUOM,UnitPrice,ExtendedPrice,CONSTRUCTION_START_DATE,SUBSTANTIAL_COMPLETION_DATE,REVISED_ESTIMATE
2369,A0-0077,,Mumbai,Maharashtra,India,Wellness,Health Center,2000,0,0,0,B0-0509,7/31/2023,190202.98,"5/8"" Firecode Drywall 4' x 9'",58209,35,pcs,1260,,48012.5,,6/5/2023 0:00,9/15/2023 12:00,57276996.18
12308,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3351,6/12/2024,386660.945,3/4 x 4 x 8 CDX Fire-Rated Plywood,26930,30,PC,30,PC,5691.36,170740.8,8/15/2022 0:00,1/21/2025 0:00,23204555261
4781,A0-0020,,Chandigarh,Chandigarh,India,Future Tech,Critical Ops,1400000,2,,,B0-0927,3/3/2023,,"SHRINK TUBING,6 IN, BLK,0.375 IN ID,PK20",62791,1,,,,885.1,,6/13/2022 0:00,2/4/2026 0:00,1.34E+11
12324,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3356,6/25/2024,312989.73,"3-5/8"" x 10' Track 1-1/4"" Leg 20ga (30mil)",60536,5,PC,0.05,ML,92184,4609.2,8/15/2022 0:00,1/21/2025 0:00,23204555261
7993,A0-0210,,Hubli,Karnataka,India,Wellness,Health Center,24200,,,,B0-1820,1/6/2023,444628.315,"3-5/8"" x 14' Stud 1-1/4"" Flange 20ga EQ",60015,170,PC,2.38,ML,71392.5,169914.15,4/5/2021 0:00,6/5/2023 12:00,805650762.9
2951,A0-0055,,Aurangabad,Maharashtra,India,Bio Innovation,R&amp;D Laboratories,7500,,,,B0-0614,10/11/2023,181691.825,"2-1/2"" 20ga J/TABJ Track 10'",60933,10,pcs,100,,111389,,5/25/2023 0:00,6/4/2024 17:00,307613078.2
5626,A0-0161,,Coimbatore,Tamil Nadu,India,Tertiary Learning,Misc Build,34000,2,,,B0-1214,1/25/2024,26653.2,"1-5/8"" x 10' Stud 1-1/4"" Flange 20ga EQ",60899,30,PC,0.3,ML,38994.5,11698.35,9/1/2020 0:00,4/5/2024 0:00,1642865619
6972,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-1586,4/18/2024,296929.34,"#8 x 2-3/8"" Scorpion Bugle Head Drill Point Zinc 3M",63351,2,BX,2,BX,11794.375,23588.75,5/6/2022 0:00,5/30/2025 0:00,15598821597
8717,A0-0115,,Chandigarh,Chandigarh,India,Future Tech,Critical Ops,988000,,,,B0-2058,3/8/2023,30292.13,"USG Donn Seismic Perimeter Attachment Clip
100/PC #",60202,4,PA,0.4,MP,75730.325,30292.13,7/15/2021 0:00,12/20/2024 12:00,92837749723
10648,A0-0164,,Amritsar,Punjab,India,Bio Innovation,Pharma Synth,40000,,,,B0-2714,8/2/2023,128590,"5/8"" x 4' x 10' Type X Drywall",61289,100,PC,4,MS,32147.5,128590,11/1/2022 0:00,6/11/2025 0:00,7712088582
1842,A0-0059,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,0,,,,B0-0412,1/16/2024,51820.1,"3/4"" Fire Treated Rated Sheathing
4'x8' KDAT",63657,1,pcs,32,,165914.5,,12/11/2023 0:00,3/8/2024 12:00,28143842
5987,A0-0003,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,450000,,,,B0-1307,2/13/2024,1678174.65,500' USG Joint Tape 10/bx,61051,2,CT,20,RL,655.475,13109.5,7/12/2021 0:00,11/1/2024 17:00,14191958070
538,A0-0014,,Jaipur,Rajasthan,India,Bio Innovation,Misc Build,680000,8,,,B0-0139,1/31/2023,279689.095,"18V LXT LITHIUM-ION BRUSHLESS CORDLESS
QUICK-SHIFT MODE 3-SPEED IMPACT
DRIVER, TOOL ONLY MAKITA
SERIAL NUMBER: 834689",46773,1,,,,11755.965,11755.965,4/11/2022 0:00,9/17/2024 12:00,7554544515
2807,A0-0091,,Mumbai,Maharashtra,India,Enterprise,Workspace,70000,,,,B0-0582,10/31/2024,76027.585,"2-1/2""X 8' STUD 20GA EQ 1-1/4""
FLANGE",63587,30,PCS,240,,45173.5,,2/19/2024 0:00,3/28/2025 12:00,691688365.5
5802,A0-0024,,Haridwar,Uttarakhand,India,Misc Market,Critical Ops,150000,,,,B0-1260,2/5/2024,30790.625,250' Hamilton Wallboard Jt Tape 20/bx,62274,2,RL,2,RL,396.625,793.25,10/24/2022 0:00,8/27/2025 0:00,19679867940
5597,A0-0174,,Ranchi,Jharkhand,India,Bio Innovation,R&amp;D Laboratories,1593,,,,B0-1206,1/23/2024,20869.99,"2' x 1"" USG NON Fire Rated 15/16"" Cross Tee Donn
DX Flat White 050 60/BX",60205,1,CT,0.12,ML,54692.5,6563.1,4/10/2023 0:00,2/26/2024 12:00,128152645.4
7207,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-1617,5/8/2024,174687.845,"2-1/2"" x 10' Track 2"" Leg 14ga",53753,1,PC,0.01,ML,161990,1619.9,2/3/2020 0:00,10/31/2025 0:00,34925565107
7344,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-1651,6/5/2024,1259848,"6"" x 10' Slotted Slip Track 3"" Leg 20ga 33mil",60972,8,PC,0.08,ML,172594.5,13807.56,10/18/2021 0:00,6/2/2026 0:00,15701858802
12534,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3436,7/23/2024,656223.995,"1-1/2"" x 1-1/2"" x 10' Angle 16ga 54mil",61332,10,PC,0.1,ML,60036.5,6003.65,10/18/2021 0:00,6/2/2026 0:00,15701858802
7561,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-1697,5/23/2024,708685.375,"4"" x 10' J-Runner 1"" x 2"" Legs 20ga (30mil)",61054,10,PC,0.1,ML,116900,11690,5/6/2022 0:00,5/30/2025 0:00,15598821597
8097,A0-0209,,Meerut,Uttar Pradesh,India,Bio Innovation,Logistics Hub,52500,,,,B0-1845,1/9/2023,-104555.36,"5/8"" x 2' x 4' USG Clean Room Class 100 Firecode
Unperforated SQ 64SF White 8/CT #56091",59832,20,CT,1.28,MS,179525,229792,10/1/2021 0:00,5/26/2023 0:00,3929664123
11368,A0-0241,,Indore,Madhya Pradesh,India,Future Tech,Critical Ops,195000,,,,B0-3000,10/16/2023,481440.96,"3/4"" x 2' x 4' USG Mars FLB 48SF White 6/CT #88985",59797,10,CT,0.48,MS,183700,88176,4/19/2021 0:00,4/26/2024 12:00,2744315721
785,A0-0009,,Jaipur,Rajasthan,India,Enterprise,Workspace,350000,4,,,B0-0177,3/9/2023,42306.11,"36"" WOOD BULL FLOAT",64489,1,,,,4498.145,4498.145,9/6/2022 0:00,8/15/2024 0:00,9895473728
12250,A0-0020,,Chandigarh,Chandigarh,India,Future Tech,Critical Ops,1400000,2,,,B0-3329,6/6/2024,2965218.6,"6"" x 23' Stud 2"" Flange 18ga",60720,96,PC,2.208,ML,146125,322644,6/13/2022 0:00,2/4/2026 0:00,1.34E+11
1410,A0-0009,,Jaipur,Rajasthan,India,Enterprise,Workspace,350000,4,,,B0-0317,6/22/2023,258090.985,"36"" WRECKING BAR AMES",64038,1,,,,1601.53,1601.53,9/6/2022 0:00,8/15/2024 0:00,9895473728
10730,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-2745,8/24/2023,758418.81,"6"" x 10' Slotted Slip Track 3"" Leg 16ga 54mil",60970,16,PC,0.16,ML,302437,48389.92,2/3/2020 0:00,10/31/2025 0:00,34925565107
155,A0-0011,,Thiruvananthapuram,Kerala,India,Wellness,Ambulatory Care,80000,,,,B0-0054,4/19/2023,-23830.9,50LB 16D GREEN VINYL SINKER NAIL,28032,,,,,5529.37,-22117.48,8/1/2022 0:00,2/5/2025 0:00,5447968752
7807,A0-0155,,Surat,Gujarat,India,Misc Market,Workspace,838094,41,,,B0-1772,1/16/2023,997354.06,"2-1/2"" x 10' Track 1-1/4"" Leg 20ga (30mil)",59994,6,PC,0.06,ML,100116.5,6006.99,9/2/2019 0:00,12/29/2023 17:00,15673671106
3010,A0-0062,,Gwalior,Madhya Pradesh,India,Future Tech,Workspace,8000,1,0,0,B0-0622,3/14/2023,1823251.725,"Arm WW Grille 2x4 Walnut Teg FSC
Mixed 100%",63849,43,pc,43,,2004,,11/28/2022 0:00,4/7/2023 12:00,217999330.1
1687,A0-0001,,Tiruchirappalli,Tamil Nadu,India,Wellness,Health Center,235000,7,0,100,B0-0389,5/26/2023,14027.165,"XL MICROFOAM NITRILE DOTTED PALM 3/4
DIPPED GLOVES BRIGADE",64700,12,,,,317.3,3807.6,3/1/2019 0:00,3/22/2027 0:00,27186447466
11094,A0-0044,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,50000,,,,B0-2880,6/24/2024,286867.59,"2-1/2"" x 10' Stud 1-1/4"" Flange 20ga EQ",59790,6,PC,0.06,ML,33817.5,2029.05,12/16/2022 0:00,12/31/2024 0:00,1047313632
4015,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0543,9/15/2023,125357.715,"Arm 7804 12'x 9/16"" Wall Angle White
30pc/box
",63833,30,pc,360,,62625,,2/27/2023 0:00,11/30/2023 0:00,169152463
7456,A0-0163,,Kochi,Kerala,India,Wellness,Health Center,19500,,,,B0-1677,5/14/2024,217421.475,"3-5/8"" x 10' Stud 1-1/4"" Flange 20ga EQ",60009,30,PC,0.3,ML,64712.5,19413.75,5/26/2023 0:00,5/2/2025 8:00,714978787.5
12914,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-3608,9/5/2024,32528.26,"1-1/2"" x 10' Z-Furring 1-1/2"" x 1-1/2"" Legs 16ga",61395,12,PC,0.12,ML,106462.5,12775.5,11/19/2019 0:00,1/24/2025 12:00,15539779791
3864,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0526,8/5/2023,275124.15,"2-1/2"" 20ga DW Stud 10'",61186,20,pcs,200,,52521.5,,2/27/2023 0:00,11/30/2023 0:00,169152463
2734,A0-0077,,Mumbai,Maharashtra,India,Wellness,Health Center,2000,0,0,0,B0-0568,8/7/2023,702224.145,"Arm x17348 4' x 15/16 Cross Tee
White 60pc/ct",61312,60,pcs,240,,67635,,6/5/2023 0:00,9/15/2023 12:00,57276996.18
1896,A0-0063,,Kolhapur,Maharashtra,India,Bio Innovation,R&amp;D Laboratories,20000,0,0,0,B0-0425,2/23/2023,43541.91,"Quick Set Lite 20 Settin g Compound
18lb Bag",55228,1,bag,1,,1369.4,,4/4/2022 0:00,5/22/2023 12:00,1356145091
5443,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1161,1/17/2024,662689.4,"5/8"" x 4' x 8' GP DensShield Fireguard SQ Gyp Tile
Backer",48572,30,PC,0.96,MS,113977.5,109418.4,8/15/2022 0:00,1/21/2025 0:00,23204555261
570,A0-0011,,Thiruvananthapuram,Kerala,India,Wellness,Ambulatory Care,80000,,,,B0-0145,2/3/2023,310787.835,"RECEIVE 100 DOLLAR INSTANT REBATE, AND",34748,2,,,,-27554.165,-55108.33,8/1/2022 0:00,2/5/2025 0:00,5447968752
6710,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1514,4/3/2024,169407.305,"3-5/8"" x 10' Track 1-1/4"" Leg 20ga EQ",60409,300,PC,3,ML,53022.5,159067.5,8/15/2022 0:00,1/21/2025 0:00,23204555261
5855,A0-0159,,Dehradun,Uttarakhand,India,Bio Innovation,R&amp;D Laboratories,183000,0,0,0,B0-1268,2/7/2024,1046697.55,"3-5/8"" x 16' Stud 1-1/4"" Flange 20ga (33mil)",60048,160,PC,2.56,ML,99365,254374.4,4/3/2023 0:00,2/28/2025 17:00,4359775970
1817,A0-0055,,Aurangabad,Maharashtra,India,Bio Innovation,R&amp;D Laboratories,7500,,,,B0-0404,1/16/2024,124339.015,"Gold Bond All Purpose 5 Gallon Can
Black",65046,5,can,5,,1983.125,,5/25/2023 0:00,6/4/2024 17:00,307613078.2
10258,A0-0288,,Nashik,Maharashtra,India,Enterprise,Workspace,3360,,,,B0-2573,7/6/2023,342866.865,"500' Westpac Premium Wallboard Tape Red Label
10/bx",62096,1,RL,1,RL,521.875,521.875,2/21/2023 0:00,9/12/2023 12:00,326935081.7
8320,A0-0015,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,100000,,,,B0-1929,2/3/2023,69012.75,"3-5/8"" x 12' Stud 1-5/8"" Flange 20ga 33mil",60420,40,PC,0.48,ML,87508,42003.84,1/3/2022 0:00,11/16/2023 12:00,2757689889
3395,A0-0066,,Varanasi,Uttar Pradesh,India,Future Tech,Critical Ops,49000,0,0,0,B0-0437,3/3/2023,22145.87,"Grabber 4 1/2"" x .040 Metal Abrasive
Blade",35692,10,each,10,,425.85,,1/3/2022 0:00,1/6/2023 12:00,1285472230
3328,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0417,2/17/2023,197862.435,"SCOTT RAGS IN A BOX 200 SHOP
TOWELS WHITE",28349,1,EACH,1,,1987.3,,10/19/2020 0:00,7/10/2023 12:00,12657755648
13398,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-3803,5/16/2023,320500.555,"Arm 12'x9/16"" Silhouette Mains
20pc/ct",63827,8,pcs,96,,149131,,2/27/2023 0:00,11/30/2023 0:00,169152463
6103,A0-0147,,Aligarh,Uttar Pradesh,India,Enterprise,Workspace,191836,0,0,0,B0-1337,2/16/2024,29735.185,Ramset .27 Caliber Yellow Strip load 100,32498,1,BX,1,BX,897.625,897.625,3/21/2023 0:00,3/10/2025 0:00,6265556806
2976,A0-0067,,Aurangabad,Maharashtra,India,Bio Innovation,Pharma Synth,10000,0,0,0,B0-0617,1/5/2023,537254.03,"Arm x17348 4' x 15/16 Cross Tee
White 60pc/ct",61312,360,pcs,1440,,70975,,10/3/2022 0:00,2/10/2023 12:00,189819214
981,A0-0025,,Jaipur,Rajasthan,India,Bio Innovation,R&amp;D Laboratories,249000,5,,,B0-0210,4/3/2023,40176.86,"4-1/2"" DRY CUT PREMIUM TURBO DIAMOND
BLADE BRIGADE",64635,2,,,,4301.085,8602.17,2/14/2022 0:00,10/17/2024 0:00,7645779545
10493,A0-0159,,Dehradun,Uttarakhand,India,Bio Innovation,R&amp;D Laboratories,183000,0,0,0,B0-2661,7/20/2023,2897625.35,"3-5/8"" × 10' Slotted Slip Track 2-1/2"" Leg 20ga 30mil",60938,100,PC,1,ML,122912,122912,4/3/2023 0:00,2/28/2025 17:00,4359775970
191,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0062,5/5/2023,121561.805,"20OZ YIELD 50/PK MIXED BERRY QWIK STIK
ZERO .11OZ POWDER SQWINCHER",23823,1,,,,1983.125,1983.125,10/15/2020 0:00,1/11/2024 12:00,3422320092
9332,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2281,5/17/2023,501104.375,"6"" x 10' Track 1-1/4"" Leg 20ga EQ",49215,22,PC,0.22,ML,79325,17451.5,8/15/2022 0:00,1/21/2025 0:00,23204555261
5089,A0-0160,,Cuttack,Odisha,India,Bio Innovation,R&amp;D Laboratories,55000,0,0,0,B0-1088,1/10/2024,3487243.9,"6"" x 22' Stud 1-5/8"" Flange 20ga (33mil)",60485,100,PC,2.2,ML,93102.5,204825.5,5/1/2023 0:00,8/22/2024 17:00,2838119884
700,A0-0009,,Jaipur,Rajasthan,India,Enterprise,Workspace,350000,4,,,B0-0154,2/10/2023,656452.785,"1/2""X6""X10' FIBER EXPANSION BOARD
100FT/BUNDLE",45782,50,,,,57.615,2880.75,9/6/2022 0:00,8/15/2024 0:00,9895473728
13103,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-3682,10/15/2024,22291.16,"#8 x 1/2"" Scorpion Lath Head Drill Point Zinc 500pc",60052,3,BX,3,BX,2505,7515,5/6/2022 0:00,5/30/2025 0:00,15598821597
607,A0-0010,,Jaipur,Rajasthan,India,Bio Innovation,Workspace,165000,,,,B0-0148,2/6/2023,42970.77,"44-7/8"" 14TPI BANDSAW BLADE 3/PK
MILWAUKEE",21349,2,,,,1699.225,3398.45,1/28/2019 0:00,11/7/2024 12:00,3510898566
12469,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3410,7/9/2024,2518275.665,"3-5/8"" x 10' Slotted Slip Track 3"" Leg 20ga 30mil",60944,707,PC,7.07,ML,201652.5,1425683.175,8/15/2022 0:00,1/21/2025 0:00,23204555261
302,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0089,8/2/2023,167469.27,SCOTTS BOX OF RAGS 200/BOX,28349,2,,,,1432.025,2864.05,10/15/2020 0:00,1/11/2024 12:00,3422320092
3421,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0445,3/15/2023,318914.89,"Arm 4' DW Cross Tee g40 Fire Rated
36pc/bx",61310,540,pcs,2160,,72728.5,,10/19/2020 0:00,7/10/2023 12:00,12657755648
13159,A0-0164,,Amritsar,Punjab,India,Bio Innovation,Pharma Synth,40000,,,,B0-3693,10/31/2024,414418.015,"6"" x 10' Track 1-1/4"" Leg 18ga",58208,10,PC,0.1,ML,110220,11022,11/1/2022 0:00,6/11/2025 0:00,7712088582
1061,A0-0009,,Jaipur,Rajasthan,India,Enterprise,Workspace,350000,4,,,B0-0237,4/26/2023,286855.065,"4""X180' TAPE STEGO",26774,12,,,,2967.59,35611.08,9/6/2022 0:00,8/15/2024 0:00,9895473728
10758,A0-0032,,Vadodara,Gujarat,India,Misc Market,Workspace,161000,,,,B0-2758,8/11/2023,5498.475,National Quick Set Lite 20 Min 18# Bag,55228,5,BG,5,BG,1022.875,5114.375,1/17/2022 0:00,3/22/2024 17:00,9061994321
3445,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0452,3/20/2023,268257.11,"1/2"" Powder Pin . 145 100/bx - Ramset
-",32074,10,BOX,10,,673.01,,10/19/2020 0:00,7/10/2023 12:00,12657755648
1070,A0-0009,,Jaipur,Rajasthan,India,Enterprise,Workspace,350000,4,,,B0-0237,4/26/2023,286855.065,50LB 8D DUPLEX NAIL SOLD/BOX,57517,2,,,,5269.685,10539.37,9/6/2022 0:00,8/15/2024 0:00,9895473728
10717,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-2743,8/24/2023,283014.9,"4"" x 8' C-T Stud 18ga 43mil",66540,20,PC,0.16,ML,198229,31716.64,2/3/2020 0:00,10/31/2025 0:00,34925565107
2206,A0-0075,,Mumbai,Maharashtra,India,Wellness,Health Center,750,0,0,0,B0-0480,5/10/2023,20870.825,"3-5/8"" 20ga DW Stud 10'",61197,20,pcs,200,,65714.5,,2/6/2023 0:00,6/16/2023 12:00,34491903.62
9436,A0-0068,,Visakhapatnam,Andhra Pradesh,India,Enterprise,Critical Ops,265850,0,0,0,B0-2324,5/10/2023,1720439.845,250' USG Joint Tape 20/bx,42172,1,CT,20,RL,271.375,5427.5,9/12/2022 0:00,10/2/2023 0:00,4131524341
7340,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-1651,6/5/2024,1259848,"4"" x 10' Track 1-1/2"" Leg 20ga 33mil",50890,2,PC,0.02,ML,71225.5,1424.51,10/18/2021 0:00,6/2/2026 0:00,15701858802
8209,A0-0226,,Guwahati,Assam,India,Wellness,Health Center,12000,,,,B0-1887,1/20/2023,11507.97,USG Easy Sand 45 Joint Compound 18# Bag,66711,1,BG,1,BG,1210.75,1210.75,8/1/2021 0:00,2/27/2023 12:00,490362272.8
7680,A0-0003,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,450000,,,,B0-1729,5/30/2024,25987.705,Westpac Green Dot Light Weight Topping 39# Ctn,62100,25,CT,25,CT,960.25,24006.25,7/12/2021 0:00,11/1/2024 17:00,14191958070
11313,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2973,11/9/2023,58089.28,"Level 05 Area A - Studs
6"" x 9'6"" Stud 1-1/4"" Flange 20ga EQ",60830,,,0.684,,79742.5,54543.87,8/15/2022 0:00,1/21/2025 0:00,23204555261
4643,A0-0120,,Ranchi,Jharkhand,India,Tertiary Learning,Learning Hub,64700,,,,B0-0845,1/9/2024,,"HP 1/2, SUMP PUMP, VERTICAL FLOAT",58169,1,,,,20809.87,,5/23/2022 0:00,1/24/2025 17:00,3441650490
7684,A0-0044,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,50000,,,,B0-1731,5/30/2024,40467.44,"2' x 1"" USG Fire Rated 15/16"" Cross Tee Donn
DX/DXL Flat White 60/BX",46086,2,CT,0.24,ML,65965,15831.6,12/16/2022 0:00,12/31/2024 0:00,1047313632
12947,A0-0159,,Dehradun,Uttarakhand,India,Bio Innovation,R&amp;D Laboratories,183000,0,0,0,B0-3620,9/13/2024,73814,10' Clark #093 Zinc Control Joint 25/bx,59866,3,CT,0.75,ML,96192,72144,4/3/2023 0:00,2/28/2025 17:00,4359775970
9008,A0-0216,,Hyderabad,Telangana,India,Future Tech,Critical Ops,28000,2,0,0,B0-2166,4/4/2023,6916.305,"6"" x 10' Track 1-1/4"" Leg 18ga",58208,4,PC,0.04,ML,162157,6486.28,6/1/2022 0:00,11/14/2023 12:00,2795749426
7997,A0-0210,,Hubli,Karnataka,India,Wellness,Health Center,24200,,,,B0-1820,1/6/2023,444628.315,"2-1/2"" x 10' Track 1-1/4"" Leg 20ga EQ",59992,20,PC,0.2,ML,60537.5,12107.5,4/5/2021 0:00,6/5/2023 12:00,805650762.9
11260,A0-0159,,Dehradun,Uttarakhand,India,Bio Innovation,R&amp;D Laboratories,183000,0,0,0,B0-2941,9/26/2023,74826.02,2 x 12 × 12 #2 Fire Treated Lumber,66407,10,PC,10,PC,3999.65,39996.5,4/3/2023 0:00,2/28/2025 17:00,4359775970
12741,A0-0020,,Chandigarh,Chandigarh,India,Future Tech,Critical Ops,1400000,2,,,B0-3546,8/22/2024,2447505.24,"6"" x 24'8"" Stud 1-5/8"" Flange 20ga (33mil)",60485,850,PC,20.967,ML,116733,2447505.24,6/13/2022 0:00,2/4/2026 0:00,1.34E+11
5601,A0-0175,,Nagpur,Maharashtra,India,Wellness,Health Center,1596,,,,B0-1207,2/8/2024,616143.16,"12' x 1.64"" USG Fire Rated HD Main Tee Donn DXL
White 050 20/BX",60203,55,PC,0.66,ML,86923.5,57369.51,9/14/2023 0:00,7/31/2024 12:00,76979735.5
9152,A0-0161,,Coimbatore,Tamil Nadu,India,Tertiary Learning,Misc Build,34000,2,,,B0-2230,4/27/2023,339719.75,"12"" x 10' Flat Strap 14ga 68mil",65133,24,PC,0.24,ML,297594,71422.56,9/1/2020 0:00,4/5/2024 0:00,1642865619
7023,A0-0182,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,44000,,,,B0-1596,5/6/2024,396982.38,"6"" x 20' Track 1-1/4"" Leg 20ga (33mil)",60141,4,PC,0.08,ML,104792.5,8383.4,1/1/2024 0:00,12/31/2024 0:00,2514686544
4894,A0-0152,,Meerut,Uttar Pradesh,India,Future Tech,Critical Ops,192000,,,,B0-1018,6/2/2025,,EMERGNCY CALL SERV FEE,52619,1,,,,4175,,7/8/2024 0:00,7/26/2025 0:00,7621853991
226,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-0069,5/22/2023,327729.15,"16OZ CLEAR M1800 WB PRECISION LINE
MARKING PAINT RUST-OLEUM",36348,12,,,,602.035,7224.42,2/3/2020 0:00,10/31/2025 0:00,34925565107
3355,A0-0062,,Gwalior,Madhya Pradesh,India,Future Tech,Workspace,8000,1,0,0,B0-0427,2/22/2023,45888.26,"9"" Velcro Sanding Disc 180 Grit 15/Pk
Hook & Lp",21896,1,pack,1,,6254.15,,11/28/2022 0:00,4/7/2023 12:00,217999330.1
5896,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1283,2/8/2024,100993.25,"1/2"" x 4' x 8' Lightweight Drywall",32043,78,PC,2.496,MS,37992.5,94829.28,8/15/2022 0:00,1/21/2025 0:00,23204555261
10678,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2729,8/11/2023,67975.68,"6"" x 10' Tabbed J-Track 1"" x 2-1/4"" Legs 20ga 33mil",60973,40,PC,0.4,ML,159568.5,63827.4,8/15/2022 0:00,1/21/2025 0:00,23204555261
8755,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-2072,3/17/2023,593788.54,"4"" x 16' C-H Stud 20ga 34mil",49209,14,PC,0.224,ML,137608,30824.025,11/19/2019 0:00,1/24/2025 12:00,15539779791
3437,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0452,3/20/2023,268257.11,"2-1/2"" 16ga CSJ Stud 10'",59981,12,pcs,120,,173179,,10/19/2020 0:00,7/10/2023 12:00,12657755648
1694,A0-0001,,Tiruchirappalli,Tamil Nadu,India,Wellness,Health Center,235000,7,0,100,B0-0390,7/14/2023,87303.425,25' TOUGHSERIES TAPE MEASURE DEWALT,63215,1,,,,4032.215,4032.215,3/1/2019 0:00,3/22/2027 0:00,27186447466
6894,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1572,4/24/2024,701342.385,"3-5/8"" x 10' Stud 1-5/8"" Flange 16ga",60617,100,PC,1,ML,180777.5,180777.5,8/15/2022 0:00,1/21/2025 0:00,23204555261
1046,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0231,4/18/2023,26782.625,"7-1/4 24T TRACKING POINT SAW BLADES
VALUE 2PK DIABLO",64533,10,,,,1151.465,11514.65,10/15/2020 0:00,1/11/2024 12:00,3422320092
3447,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0452,3/20/2023,268257.11,"Simpson Yellow Strip Loa d .27 Cal
Shot 100/box",63983,10,box,10,,1669.165,,10/19/2020 0:00,7/10/2023 12:00,12657755648
12758,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3555,8/26/2024,669635.765,"2-1/2"" x 17' Stud 2"" Flange 16ga
UNPUNCHED",59988,18,PC,0.306,ML,110387,33778.255,10/18/2021 0:00,6/2/2026 0:00,15701858802
8051,A0-0214,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,13000,,,,B0-1835,1/9/2023,5475.93,"1/4"" x 2"" Powers Zamac Nailin Anchors 100/PC",44673,2,BX,2,BX,2546.75,5093.5,2/1/2022 0:00,6/16/2023 12:00,882853474.3
